"StartDevice","EndDevice"
"ter01.bom02","ier03.bom02"
"icr03.par30","par30-0100-0001-01sw"
"ibr01.ch2","ibr01.cle02"
"ibr02.par30","icr02.par30"
"ibr01.lon24","ibr01.par21"
"icr02.sn1","mex30-96cbe-1b"
"ter05.bl31","ter07.bl31"
"cph31-0100-0001-01sw","cph31-0100-0001-02sw"
"ibr02.hkg20","ibr02.sel20"
"ibr01.lon24","icr01.lon24"
"ibr01.tyo31","ibr02.tyo31"
"bru30-96cbe-1b","icr02.ams21"
"ibr02.ber20","ibr02.fra21"
"dsm05-0100-0001-01sw","dsm05-0100-0004-01sw"
"icr04.lon22","ibr02.lon22"
"icr04.par21","par21-0100-0002-01sw"
"ibr04.bl7","ibr04.bn6"
"ibr02.mel01","icr02.mel01"
"icr06.dsm05","dsm05-0100-0002-01sw"
"ibr04.by4","ibr02.lax30"
"ibr04.bl7","ibr04.bn6"
"ibr04.bom30","ibr04.bom02"
"ibr02.ams21","ibr02.lon24"
"cys04-0100-0003-01sw","dsm05-0100-0003-01sw"
"cpt02-96cbe-1b","icr01.cpt20"
"ibr02.cle02","ibr02.yto20"
"osa31-0100-0002-01sw","icr02.osa31"
"atl31-0100-0002-01sw","sn6-0100-0002-01sw"
"bn6-0100-0002-01sw","bn6-0100-0001-01sw"
"ibr01.pus04","ibr01.pus20"
"sn6-0100-0001-01sw","icr02.sn6"
"mel20-0100-0001-01sw","syd23-0100-0001-01sw"
"ier01.scl30","rwa01.scl20"
"zrh20-0100-0002-01sw","gva20-0100-0002-01sw"
"icr04.bl20","bl20-0100-0100-02sw"
"icr03.ams30","ams30-0100-0001-01sw"
"ier03.ams21","icr03.ams21"
"ibr02.cpq20","ibr02.gru30"
"cys04-0100-0004-01sw","dsm05-0100-0004-01sw"
"icr01.hkg20","ier01.hkg30"
"ibr01.dub07","ibr03.dbb"
"ibr02.sao30","ibr02.scl21"
"ibr04.mwh01","icr03.mwh01"
"icr01.ch4","ch1-96c-1a"
"ams30-0100-0002-01sw","par30-0100-0002-01sw"
"ibr03.dsm05","ibr04.dsm05"
"ier04.bl33","icr04.bl7"
"cys04-0100-0002-01sw","cys04-0100-0004-01sw"
"ams06-0100-0002-01sw","ams30-0100-0002-01sw"
"ibr01.cys04","ibr03.by4"
"bl20-0100-0100-02sw","bn6-0100-0002-01sw"
"ibr02.atl31","ibr02.sn6"
"icr04.par30","ibr02.par30"
"ibr01.lon24","ibr01.par21"
"icr01.kul01","ier03.kul31"
"ibr02.osl22","icr02.osl22"
"ibr02.ams21","ibr02.dub08"
"icr02.ber20","ier02.iev30"
"ibr03.cys04","ibr03.mwh01"
"icr02.ams30","ams-96c-1b"
"ibr04.by21","icr01.by21"
"ams21-0100-0002-01sw","dub08-0100-0002-01sw"
"ibr03.fra30","ibr01.fra21"
"ibr04.cys04","icr03.cys04"
"yto30-0100-0002-01sw","icr02.yto30"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"ibr01.tyo31","ibr02.tyo31"
"ibr01.fra23","ibr01.fra21"
"ibr04.cys04","ibr04.mwh01"
"icr02.lon24","ier04.lon32"
"ibr02.lax30","ibr04.by4"
"ibr02.bjb","rwa02.bjb"
"ibr04.by21","ibr02.lax31"
"ibr02.cpq20","ibr02.gru30"
"ibr01.ams21","ibr01.fra23"
"icr04.by4","ibr03.by4"
"ibr01.lon22","ibr01.ork30"
"gva20-0100-0002-01sw","mrs21-0100-0002-01sw"
"icr02.dub07","dub07-0100-0002-01sw"
"sn1-0100-0004-01sw","icr01.sn1"
"mia-96cbe-1a","mia-96cbe-1b"
"ter06.bl31","icr04.bl7"
"ibr03.bl20","ibr01.cle02"
"icr04.bn6","bn3-96cbe-1b"
"bl7-0100-0200-01sw","cle30-0100-0001-01sw"
"zrh21-0100-0001-01sw","zrh21-0100-0001-02sw"
"ier02.gva30","ter08.gva30"
"ibr01.dub08","ibr01.lon24"
"icr01.by4","pao-96cbe-1a"
"ibr02.pus04","ibr02.pus20"
"sxl71-0100-0001-01sw","sxl71-0100-0002-01sw"
"ibr01.maa01","ibr01.pnq20"
"by21-0100-0001-01sw","icr02.by21"
"icr02.dub07","ibr02.dub07"
"gvx11-0100-0001-02sw","rwa03.gvx11"
"ibr01.dub07","ibr03.dbb"
"ibr03.bn6","icr03.bn6"
"icr07.ams06","ams06-0100-0004-01sw"
"icr01.gva20","gva20-0100-0001-01sw"
"ber20-0100-0001-01sw","mma01-0100-0001-01sw"
"icr04.ams21","bru30-96cbe-1b"
"ibr01.ber20","ibr01.ham31"
"dub07-0100-0001-01sw","lon22-0100-0001-01sw"
"ibr01.bio30","ibr01.par30"
"cys01-96c-gsgo-1a","cys01-96c-gsgo-1b"
"ibr02.gvx11","rwa03.gvx11"
"ibr01.cys04","ibr01.mwh01"
"bl20-0100-0100-01sw","bn6-0100-0001-01sw"
"ibr02.kul30","ibr02.sg2"
"ibr01.ams30","ibr01.lon22"
"osa20-0100-0001-01sw","icr02.osa20"
"ibr01.lon22","icr02.lon22"
"ier02.syd","icr02.syd23"
"ibr02.osa20","ibr02.sg3"
"ier04.fra31","icr02.fra21"
"ibr02.dub07","ibr02.dub08"
"ibr01.ams21","ibr01.lon24"
"phx70-0100-0001-01sw","phx70-0100-0002-01sw"
"icr03.ch2","ch2-0100-0002-01sw"
"icr03.lon22","ibr02.lon22"
"cys04-0100-0001-01sw","dsm05-0100-0001-01sw"
"dbb-0100-0001-01sw","dub07-0100-0002-01sw"
"ibr02.ber20","ibr04.vie"
"ibr04.bl20","ibr04.orf70"
"ibr01.yto30","ibr02.yto30"
"ibr01.osa31","ibr01.osa20"
"ibr02.atl31","ibr02.sn6"
"bl20-0100-0100-01sw","bn6-0100-0001-01sw"
"ch2-0100-0001-01sw","dsm05-0100-0001-01sw"
"ibr01.sel20","icr02.sel20"
"ams30-0100-0001-01sw","got30-0100-0001-01sw"
"cpt02-96cbe-1a","cpt02-96cbe-1b"
"ibr03.bl20","ibr04.bl20"
"bl20-0100-0100-01sw","cle02-0100-0001-01sw"
"ibr01.bom31","ibr02.bom31"
"ier03.bl33","icr03.bl7"
"osa31-0100-0002-01sw","icr02.osa31"
"ch4-0100-0001-01sw","dsm05-0100-0003-01sw"
"ibr02.jga20","rwa04.jga20"
"cys04-0100-0001-01sw","mwh01-0100-0001-01sw"
"syd03-0100-0002-01sw","tyo31-0100-0002-01sw"
"icr02.lon22","ibr02.lon22"
"ibr02.hkg30","ibr02.sg2"
"lon22-0100-0002-01sw","par30-0100-0002-01sw"
"icr04.by21","ibr03.by21"
"ter05.gva30","gva20-0100-0001-01sw"
"by21-0100-0002-01sw","sn6-0100-0002-01sw"
"sn1-0100-0004-01sw","by4-0100-0002-01sw"
"ibr01.dsm05","ibr01.cys04"
"bl7-0100-0200-02sw","cle30-0100-0002-01sw"
"yto20-0100-0002-01sw","icr01.yto20"
"rwa04.phx10","phx10-0100-0001-01sw"
"bn6-0100-0003-01sw","orf70-0100-0003-01sw"
"ibr02.rio20","ibr02.rio30"
"cle02-0100-0001-01sw","yto20-0100-0001-01sw"
"icr04.bl20","ier02.bl32"
"icr04.par30","ibr02.par30"
"icr03.by21","ibr03.by21"
"ibr02.tyo30","ibr02.tyo79"
"ibr02.mma01","ibr02.sto30"
"ibr01.dub08","ibr03.dbb"
"icr06.ams06","ams06-0100-0002-01sw"
"cle30-0100-0001-01sw","ch4-0100-0001-01sw"
"ams21-0100-0001-01sw","ams30-0100-0001-01sw"
"by4-0100-0001-01sw","lax30-0100-0001-01sw"
"ibr02.atl30","ibr02.bn6"
"ibr01.tyo30","ibr02.tyo30"
"ibr01.vie20","ibr01.zrh21"
"yto20-0100-0002-01sw","dbb-0100-0002-01sw"
"svg20-0100-0001-01sw","svg20-0100-0002-01sw"
"dsm05-0100-0001-01sw","icr02.dsm05"
"ibr01.bod30","ibr01.tls30"
"icr08.mwh01","mwh01-0100-0004-01sw"
"ibr01.gru30","ibr01.sao30"
"icr01.lon24","lon24-0100-0001-01sw"
"ams06-0100-0001-01sw","ams30-0100-0001-01sw"
"icr01.bjs20","ibr01.bjs20"
"cys04-0100-0004-01sw","dsm05-0100-0004-01sw"
"ibr01.phx10","rwa02.phx10"
"dbb-0100-0002-01sw","dub08-0100-0002-01sw"
"bl20-0100-0100-02sw","bn6-0100-0002-01sw"
"ibr01.hkg20","ibr02.hkg20"
"ibr01.lax30","ibr01.phx10"
"cph31-0100-0001-02sw","got30-0100-0002-01sw"
"icr02.dub07","dub07-0100-0002-01sw"
"ier02.mil31","rwa04.mil01"
"ibr01.doh20","ibr02.doh20"
"ibr01.atl31","ibr01.sn6"
"ter02.sto","ter03.sto"
"ibr02.lon24","ibr02.par21"
"fra21-0100-0002-01sw","fra30-0100-0002-01sw"
"ibr02.tyo79","ibr02.tyo31"
"ibr01.atl31","ibr01.fll30"
"icr02.fra21","ier02.fra31"
"ter04.zrh","zrh20-0100-0001-01sw"
"ibr02.mma01","ibr02.sto30"
"ibr04.ams06","icr01.ams06"
"ibr02.auh20","icr02.auh20"
"cys04-0100-0004-01sw","lax31-0100-0002-01sw"
"ier01.dfw32","icr01.sn1"
"ibr02.atl30","ibr02.bn6"
"ibr01.dsm05","ibr01.ch2"
"ibr01.cpt21","icr01.cpt21"
"icr02.tyo31","ibr02.tyo31"
"ibr02.ch2","ibr02.dsm05"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"ibr01.ber20","icr01.ber20"
"ibr02.bjb","ibr02.zqz22"
"ibr02.pnq21","rwa03.pnq21"
"ibr02.ams21","ibr02.lon24"
"ibr02.hkg20","ibr02.tyo31"
"zrh20-0100-0001-01sw","zrh20-0100-0002-01sw"
"ier01.str01","rwa03.str01"
"yto20-0100-0001-01sw","icr02.yto20"
"gvx11-0100-0001-02sw","osl20-0100-0002-01sw"
"ibr02.cle30","ibr02.yto30"
"ibr03.vie","rwa04.vie"
"ibr02.gvx11","ibr02.osl20"
"icr04.ch4","ibr02.ch4"
"by4-0100-0002-01sw","sn1-0100-0004-01sw"
"ibr02.bio70","ibr02.par30"
"icr01.sg2","ibr01.sg2"
"icr02.fra23","fra23-0100-0002-01sw"
"ibr01.fll30","ibr01.mia"
"ewr30-0100-0002-01sw","sxl71-0100-0002-01sw"
"ibr01.dub07","ibr01.lon22"
"ier01.hkb","icr01.hkg31"
"ibr01.dub07","ibr01.ork30"
"ier04.osa31","icr02.osa20"
"was91-soc-l3-sw-1","was91-soc-l3-sw-2"
"ibr04.by21","ibr04.cys04"
"rwa03.vie","ath01-96cbe-1b"
"dal-96cbe-1b","icr02.sn6"
"pnq21-0100-0001-02sw","rwa04.pnq21"
"ibr01.pus01","ibr02.pus01"
"icr04.sn1","ibr02.sn1"
"ibr02.sn6","icr02.sn6"
"ibr02.osl20","ibr02.osl22"
"ter06.osa31","ter08.osa31"
"pus04-0100-0001-01sw","pus04-0100-0002-01sw"
"icr01.bl20","blu-96c-1a"
"ibr01.bjb","rwa01.bjb"
"dub08-0100-0001-01sw","lon24-0100-0001-01sw"
"ams30-0100-0001-01sw","fra21-0100-0001-01sw"
"by21-0100-0001-01sw","lax31-0100-0001-01sw"
"icr02.lon22","ier02.lon04"
"bl20-0100-0100-01sw","orf70-0100-0003-01sw"
"ber20-0100-0001-01sw","vie-0100-0001-03sw"
"icr01.mwh01","ier05.stb"
"ibr01.lax30","ibr03.by4"
"icr01.ams06","ams06-0100-0001-01sw"
"par21-0100-0001-01sw","vie-0100-0001-03sw"
"icr04.by4","ibr03.by4"
"ibr01.cpq20","ibr01.gru30"
"ibr01.ber20","ibr03.vie"
"ibr01.phx10","ibr01.sn1"
"ibr01.syd03","ibr01.syd23"
"ibr01.syd23","ibr01.tyo30"
"ibr04.dsm05","icr03.dsm05"
"icr02.sel21","ier02.sel21"
"ibr01.tlv20","ibr03.tlv20"
"ams06-0100-0003-01sw","ams21-0100-0001-01sw"
"bl20-0100-0100-02sw","cle02-0100-0002-01sw"
"ibr02.ams30","ibr02.fra21"
"icr01.bl7","ier03.ash"
"cys04-0100-0001-01sw","dsm05-0100-0001-01sw"
"ibr01.sn6","icr01.sn6"
"ch2-0100-0001-01sw","dsm05-0100-0001-01sw"
"bio30-0100-0001-01sw","par30-0100-0001-01sw"
"ibr02.hel01","ibr02.sto31"
"ibr02.lax30","ibr02.lax31"
"bl20-0100-0100-01sw","bn6-0100-0001-01sw"
"ibr01.lax30","ibr02.lax30"
"ier02.cpt30","icr02.cpt21"
"ibr03.mwh01","ibr04.mwh01"
"dub07-0100-0002-01sw","dub08-0100-0002-01sw"
"ibr01.bn6","icr02.bn6"
"lon22-0100-0002-01sw","par30-0100-0002-01sw"
"icr04.sn1","sn1-0100-0003-01sw"
"ams21-0100-0002-01sw","dub08-0100-0002-01sw"
"ibr01.atl30","ibr01.mia"
"ams21-0100-0001-01sw","dub08-0100-0001-01sw"
"ibr01.sin30","ibr03.bom30"
"ibr01.dxb21","ibr01.dxb20"
"ibr01.dsm05","ibr01.sn1"
"ibr02.ams30","ibr02.par30"
"ewr30-0100-0001-01sw","sxl71-0100-0001-01sw"
"bl20-0100-0100-02sw","bn6-0100-0002-01sw"
"cph31-0100-0001-02sw","ham30-0100-0002-01sw"
"ibr02.cpq20","icr02.cpq20"
"icr01.ams30","ams30-0100-0002-01sw"
"ier02.dxb30","icr02.dxb20"
"icr06.cys04","cys04-0100-0002-01sw"
"syd03-0100-0001-01sw","tyo31-0100-0001-01sw"
"ibr01.mwh01","ibr02.mwh01"
"icr02.lon24","ibr02.lon24"
"ibr02.syd23","icr02.syd23"
"ibr01.ewr30","ibr01.sxl71"
"ibr02.vie20","ibr02.zrh21"
"yqb20-0100-0001-02sw","yto20-0100-0002-01sw"
"icr03.sn1","sn1-0100-0004-01sw"
"icr06.mwh01","ibr02.mwh01"
"cys04-0100-0001-01sw","mwh01-0100-0001-01sw"
"tpe30-96cbe-1a","tpe31-96cbe-1a"
"ier02.dxb30","icr02.dxb21"
"ibr03.cys04","ibr03.mwh01"
"ams30-0100-0002-01sw","dub07-0100-0002-01sw"
"ibr01.kul01","ibr01.kul30"
"ier01.yto31","icr01.yto30"
"ibr02.sin30","ibr02.sg2"
"mwh01-0100-0001-01sw","icr02.mwh01"
"ibr01.hkg31","ibr01.pus20"
"ibr02.yto30","icr01.yto30"
"icr02.ams30","ier02.ams21"
"ibr02.for01","ibr02.rio02"
"ibr02.phx10","rwa02.phx10"
"icr01.bl7","ier03.bl31"
"icr03.dub08","ibr01.dub08"
"bod30-0100-0001-01sw","bod30-0100-0001-02sw"
"icr08.ams06","ibr06.ams06"
"ibr02.fra23","ibr02.par21"
"ibr01.zqz22","rwa01.zqz22"
"vie20-0100-0001-02sw","vie-0100-0001-04sw"
"ibr02.pdx31","ibr02.pdx30"
"ibr01.maa01","icr02.maa01"
"icr03.ch4","ibr01.ch4"
"co2-96c-1b","icr02.mwh01"
"icr02.lon22","ier02.lon32"
"ibr01.atl31","ibr01.ch4"
"mrs21-0100-0002-01sw","icr02.mrs21"
"ibr01.mia","ibr02.mia"
"yto20-0100-0001-01sw","yto20-0100-0002-01sw"
"ibr01.cpq02","ibr01.sao30"
"ibr02.tyo79","ibr02.tyo31"
"ibr01.cpq02","ibr01.cpq20"
"ibr01.ch4","ibr01.cle30"
"dub07-0100-0002-01sw","ork30-0100-0001-02sw"
"ibr01.gva20","ibr01.zrh20"
"icr01.lon22","lon21-96cbe-1a"
"dub07-0100-0001-01sw","lon22-0100-0001-01sw"
"ibr04.dsm05","icr04.dsm05"
"ibr02.syd03","icr02.syd03"
"ibr01.gvx01","ibr02.gvx01"
"icr04.mwh01","mwh01-0100-0003-01sw"
"ibr01.gva20","ibr01.mrs21"
"icr01.ams21","ams21-0100-0002-01sw"
"lon22-0100-0002-01sw","ork30-0100-0001-02sw"
"sel21-0100-0001-01sw","sel21-0100-0002-01sw"
"lax31-0100-0001-01sw","phx70-0100-0001-01sw"
"ibr01.mia","ibr01.sn1"
"ibr02.bio70","ibr02.par30"
"yqb20-0100-0001-02sw","yto30-0100-0002-01sw"
"ier02.scl30","rwa02.scl20"
"ber20-0100-0002-01sw","fra21-0100-0002-01sw"
"ibr02.sg2","ibr02.tyo79"
"pnq20-0100-0001-02sw","rwa03.pnq20"
"ibr02.osa20","ibr01.osa20"
"ibr01.bio70","ibr02.bio70"
"ibr02.mma01","rwa02.mma01"
"ibr01.per01","ibr01.sg3"
"icr04.by4","ibr04.by4"
"am3-96c-1b","icr02.ams30"
"sel20-0100-0001-01sw","sel20-0100-0002-01sw"
"cys04-0100-0003-01sw","sn6-0100-0001-01sw"
"ibr01.gvx01","ibr02.gvx01"
"ibr02.cwl20","ibr02.lon22"
"icr02.yqb20","ier04.ymq30"
"lon22-0100-0002-01sw","par30-0100-0002-01sw"
"ibr01.ams30","ibr01.par30"
"by21-0100-0001-01sw","cys04-0100-0003-01sw"
"ibr01.dub08","ibr01.lon24"
"ibr02.zqz20","rwa04.zqz20"
"lax31-0100-0002-01sw","phx10-0100-0002-01sw"
"cph31-0100-0001-02sw","mma01-0100-0001-02sw"
"bl20-0100-0100-02sw","cle02-0100-0002-01sw"
"lon22-0100-0001-01sw","lon22-0100-0002-01sw"
"ibr03.ams06","ibr05.ams06"
"dub07-0100-0002-01sw","lon22-0100-0002-01sw"
"ier01.san30","ier02.san30"
"ams06-0100-0002-01sw","ams30-0100-0002-01sw"
"icr02.hkg31","hkg31-0100-0002-01sw"
"ibr02.fra23","ibr02.par21"
"ibr01.rio30","ibr02.rio30"
"ier01.mil31","rwa01.mil01"
"ibr02.lon22","ibr02.par30"
"icr03.ams06","ams06-0100-0003-01sw"
"icr01.sg3","sg3-0100-0001-01sw"
"tyo30-0100-0001-01sw","tyo30-0100-0002-01sw"
"mwh01-0100-0001-01sw","pdx31-0100-0001-01sw"
"ch4-0100-0001-01sw","ch4-0100-0002-01sw"
"ibr01.ams21","ibr01.lon24"
"hkg20-0100-0001-01sw","hkg20-0100-0002-01sw"
"atl30-0100-0001-01sw","sn1-0100-0003-01sw"
"ibr01.cpt20","ibr01.cpt21"
"ibr01.cpq02","ibr01.sao30"
"cwl20-0100-0002-01sw","lon22-0100-0002-01sw"
"icr04.par30","par30-0100-0001-01sw"
"gvx11-0100-0001-01sw","rwa04.gvx11"
"ibr02.zqz20","ibr02.bjs20"
"gvx01-0100-0001-02sw","rwa04.gvx01"
"ier02.bl33","icr04.bl7"
"ibr03.by4","ibr01.pdx31"
"ibr01.ams30","ibr01.lon22"
"ash-96cbe-1a","icr01.bl20"
"ams06-0100-0004-01sw","ham30-0100-0002-01sw"
"ibr01.osa31","icr01.osa31"
"icr06.dsm05","ibr02.dsm05"
"ams21-0100-0001-01sw","dub08-0100-0001-01sw"
"icr02.bl20","ibr04.bl20"
"ibr02.sg3","ibr02.sin30"
"ier01.iev30","ier02.iev30"
"bl7-0100-0200-01sw","bn6-0100-0003-01sw"
"ibr01.yto20","icr02.yto20"
"co2-96c-2b","icr02.mwh01"
"par21-0100-0001-01sw","vie-0100-0001-03sw"
"hkg20-0100-0002-01sw","pus04-0100-0002-01sw"
"ibr02.dub07","ibr04.dbb"
"icr04.par30","par30-0100-0002-01sw"
"kul01-0100-0001-01sw","kul01-0100-0002-01sw"
"ibr02.osa31","ibr02.sg2"
"ier03.fra31","icr01.fra23"
"ibr01.cpq20","icr01.cpq20"
"ibr01.sel20","ibr01.sel21"
"ibr01.dub08","icr01.dub08"
"lax30-0100-0001-01sw","syd23-0100-0001-01sw"
"fra23-0100-0002-01sw","vie20-0100-0001-02sw"
"icr04.bl20","ibr04.bl20"
"ibr03.by21","ibr01.lax31"
"ibr02.bio70","ibr02.par30"
"dub07-0100-0002-01sw","lon22-0100-0002-01sw"
"ibr02.ams21","ibr02.par21"
"ibr02.lax30","ibr04.by4"
"ibr01.bjb","rwa02.bjb"
"vie-0100-0001-04sw","rwa03.vie"
"dub07-0100-0001-01sw","dub07-0100-0002-01sw"
"icr04.mwh01","ier06.stb"
"gvx01-0100-0001-02sw","sto30-0100-0002-01sw"
"ibr01.cpq02","ibr01.cpq20"
"ibr02.doh20","rwa04.doh20"
"icr03.bn6","bn6-0100-0003-01sw"
"ibr02.maa20","ibr02.maa02"
"ter04.dal","sn6-0100-0002-01sw"
"ibr04.by21","ibr04.cys04"
"yto30-0100-0001-01sw","icr01.yto30"
"ibr01.bio30","ibr01.par30"
"ibr03.by4","ibr01.pdx31"
"icr01.sg3","ibr01.sg3"
"ier02.phx32","rwa02.phx70"
"rwa02.tlv20","ier02.tlv30"
"bl7-0100-0200-02sw","ewr30-0100-0002-01sw"
"ier06.lon32","icr04.lon22"
"ibr01.gva20","ibr01.zrh20"
"ibr01.ham31","ibr01.ham30"
"bod30-0100-0001-02sw","par21-0100-0002-01sw"
"ibr01.syd23","ibr01.mel20"
"icr02.fra21","ibr02.fra21"
"ibr01.dub08","ibr01.sxl71"
"ibr02.mma01","ibr02.sto31"
"ibr01.bom01","bom01-96cbe-1a"
"ibr02.mrs20","ibr02.mrs21"
"ibr01.gvx11","ibr01.gvx01"
"bio70-0100-0001-01sw","par30-0100-0001-01sw"
"icr01.mwh01","ier05.stb"
"ibr01.ams30","ibr01.fra21"
"gvx11-0100-0001-01sw","gvx11-0100-0001-02sw"
"ibr03.dbb","ibr04.dbb"
"ibr01.sel21","icr02.sel21"
"ibr02.vie","ibr04.fra30"
"dsm05-0100-0002-01sw","icr01.dsm05"
"ibr01.sg2","ibr01.sg3"
"ibr01.ch4","ibr02.ch4"
"syd23-0100-0001-01sw","icr02.syd23"
"ibr01.mma01","ibr01.sto31"
"rwa02.pnq20","ier02.pnq30"
"bio70-0100-0001-01sw","orf70-0100-0003-01sw"
"ibr01.dsm05","icr02.dsm05"
"icr01.tyo31","tyb-96cbe-1a"
"osl20-0100-0002-01sw","osl22-0100-0001-02sw"
"ibr01.atl31","ibr03.bn6"
"ibr02.ams30","ibr02.fra21"
"gvx01-0100-0001-01sw","gvx01-0100-0001-02sw"
"sin30-0100-0001-01sw","sin30-0100-0002-01sw"
"ibr01.gvx11","rwa01.gvx11"
"bn6-0100-0004-01sw","orf70-0100-0004-01sw"
"icr01.bl7","ier01.phl30"
"ibr02.ams30","ibr02.lon22"
"ams06-0100-0001-01sw","ams30-0100-0001-01sw"
"ibr02.pus04","ibr02.pus20"
"ibr02.sel21","ibr02.tyo30"
"ibr02.jga20","rwa02.jga20"
"ibr02.atl31","ibr04.bn6"
"ibr01.yto30","ibr02.yto30"
"ibr02.mel01","ibr02.mel20"
"ibr02.stg30","ibr02.stg31"
"icr02.dub08","ibr01.dub08"
"bod30-0100-0001-01sw","tls30-0100-0001-01sw"
"icr01.sg3","sg3-0100-0002-01sw"
"ibr01.yto30","icr01.yto30"
"ter02.pnq30","rwa04.pnq21"
"ibr01.pnq21","rwa04.pnq21"
"ibr06.ams06","ibr02.ams21"
"ibr02.gvx01","rwa02.gvx01"
"icr01.lon24","ier01.lon32"
"mad30-96cbe-1b","icr04.par30"
"ibr01.ams30","ibr01.lon22"
"fra23-0100-0001-01sw","fra23-0100-0002-01sw"
"pnq21-0100-0001-01sw","pnq21-0100-0001-02sw"
"ibr01.zrh20","ibr02.zrh20"
"cle30-0100-0001-01sw","ch4-0100-0001-01sw"
"ier01.sjc33","icr01.by4"
"ibr02.vie20","ibr04.vie"
"ibr01.ewr30","ibr01.sxl71"
"ch4-0100-0001-01sw","ch4-0100-0002-01sw"
"ibr01.vie","ibr03.vie"
"icr02.lon24","lon24-0100-0001-01sw"
"icr04.mwh01","mwh01-0100-0003-01sw"
"phx70-0100-0002-01sw","rwa04.phx70"
"mel20-0100-0001-01sw","syd23-0100-0001-01sw"
"ibr01.cph31","ibr01.mma01"
"ber20-0100-0001-01sw","vie-0100-0001-03sw"
"ibr02.ams21","ibr02.lon24"
"sto30-0100-0002-01sw","sto31-0100-0002-01sw"
"ibr01.ber20","ibr01.ham31"
"icr01.cbr22","ier01.cbr20"
"bl20-0100-0100-01sw","bn6-0100-0001-01sw"
"ibr01.syd03","icr02.syd03"
"ter04.waw01","rwa04.waw02"
"ibr03.orf70","ibr04.orf70"
"ibr02.dsm05","ibr02.sn1"
"atl31-0100-0001-01sw","ch4-0100-0001-01sw"
"icr02.fra21","ier04.ist30"
"ibr01.cys04","ibr01.mwh01"
"sel21-0100-0001-01sw","sel21-0100-0002-01sw"
"ibr04.bl20","icr02.bl20"
"icr02.osa31","osa30-96cbe-1b"
"cys04-0100-0001-01sw","dsm05-0100-0001-01sw"
"ibr02.par21","ibr04.vie"
"ch2-0100-0001-01sw","cle02-0100-0001-01sw"
"ibr01.bod30","ibr02.bod30"
"cys04-0100-0002-01sw","dsm05-0100-0002-01sw"
"icr02.sg2","sg2-0100-0002-01sw"
"osa02-96cbe-1a","osa02-96cbe-1b"
"bio30-0100-0001-01sw","par30-0100-0001-01sw"
"icr04.mwh01","ier02.mwh30"
"lon22-0100-0001-01sw","nyc30-0100-0001-01sw"
"ier01.dub30","icr03.dub07"
"ibr03.bl20","icr01.bl20"
"ibr04.bl7","ibr02.ewr30"
"icr01.dub07","ibr02.dub07"
"ibr02.dxb21","icr02.dxb21"
"hkg31-0100-0002-01sw","tyo30-0100-0002-01sw"
"phx70-0100-0001-01sw","rwa02.phx70"
"ibr01.auh20","ibr01.dxb22"
"icr03.dsm05","dsm05-0100-0004-01sw"
"dub07-0100-0001-01sw","lon22-0100-0001-01sw"
"ibr03.by4","ibr01.lax30"
"mel01-0100-0001-01sw","mel20-0100-0001-01sw"
"icr02.fra23","ibr02.fra23"
"ibr03.dsm05","icr04.dsm05"
"ibr02.cpq02","ibr02.sao30"
"ibr02.gvx01","rwa01.gvx01"
"ibr02.hkg20","ibr02.sg3"
"ibr01.cle02","ibr01.cle30"
"ibr04.cys04","ibr04.mwh01"
"hkg20-0100-0001-01sw","osa20-0100-0001-01sw"
"ibr01.pus20","icr01.pus20"
"ibr02.zqz22","rwa04.zqz22"
"ibr02.got30","ibr02.ams30"
"ibr02.atl31","ibr04.bn6"
"cys04-0100-0003-01sw","mwh01-0100-0003-01sw"
"ibr02.cys04","icr01.cys04"
"ibr02.lon24","ibr02.par21"
"ibr02.mrs20","ibr02.sg2"
"mwh01-0100-0001-01sw","pdx31-0100-0001-01sw"
"lon24-0100-0001-01sw","par21-0100-0001-01sw"
"dbb-0100-0002-01sw","dub08-0100-0002-01sw"
"phx70-0100-0001-01sw","rwa02.phx70"
"cpt20-0100-0001-01sw","jnb21-0100-0001-01sw"
"mma01-0100-0001-01sw","sto31-0100-0001-01sw"
"icr02.hkg20","ibr01.hkg20"
"ibr01.lon22","ibr01.ork30"
"icr01.lon22","lon04-96cbe-1a"
"osa20-0100-0001-01sw","pdx31-0100-0001-01sw"
"by21-0100-0002-01sw","sn6-0100-0002-01sw"
"icr03.by4","by4-0100-0002-01sw"
"bl4-96cbe-1a","icr01.bl20"
"ams06-0100-0003-01sw","ams06-0100-0004-01sw"
"ber20-0100-0002-01sw","ham31-0100-0002-01sw"
"ibr02.osa31","ibr02.pus20"
"ams21-0100-0002-01sw","ams30-0100-0002-01sw"
"osa20-0100-0001-01sw","osa20-0100-0002-01sw"
"ch4-0100-0002-01sw","dsm05-0100-0004-01sw"
"lax31-0100-0001-01sw","phx70-0100-0001-01sw"
"zag30-96cbe-1b","icr02.zrh21"
"gvx01-0100-0001-02sw","sto31-0100-0002-01sw"
"ibr01.bio70","ibr01.par30"
"ibr01.phx10","ibr01.sn1"
"ter01.dxb20","icr01.dxb22"
"ibr02.for01","ibr02.rio02"
"ch2-0100-0001-01sw","icr01.ch2"
"ewr30-0100-0002-01sw","sxl71-0100-0002-01sw"
"icr02.lon24","ibr01.lon24"
"ibr01.lon22","ibr01.nyc30"
